longitude,latitude
101.4737,3.2648
101.4421,3.2378
101.4736,3.2241
101.4737,3.2874
101.4331,3.2287
101.4823,3.1247
101.4692,3.2738
101.4735,3.2015
101.4646,3.2196
101.4647,3.2648
101.4241,3.1926
101.3973,3.2831
101.4691,3.2151
101.4016,3.1972
101.4782,3.2783
101.478,3.2015
101.4824,3.1654
101.4737,3.2558
101.4688,3.1157
101.4645,3.1744
101.4646,3.2106
101.469,3.197
101.4735,3.1835
101.442,3.1971
101.4646,3.2422
101.4647,3.2558
101.4688,3.1202
101.4374,3.1203
101.469,3.1699
101.4332,3.2649
101.4285,3.1836
101.406,3.1836
101.4105,3.1746
101.4736,3.2106
101.406,3.1655
101.4106,3.1881
101.4018,3.2876
101.469,3.188
101.4152,3.2423
101.4375,3.1609
101.3926,3.2198
101.4105,3.1474
101.3746,3.2108
101.4374,3.1383
101.4467,3.2558
101.3973,3.2876
101.4827,3.2603
101.4153,3.2785
101.3745,3.1566
101.4152,3.2378
101.4194,3.1339
101.442,3.1745
101.4779,3.1292
101.4914,3.1427
101.4691,3.2332
101.4602,3.2603
101.4647,3.2874
101.478,3.1789
101.4149,3.1384
101.4737,3.2693
101.4646,3.2467
101.4735,3.188
101.4737,3.2738
101.487,3.1744
101.4151,3.1926
101.4734,3.1292
101.4781,3.2241
101.4734,3.1654
101.4153,3.283
101.4736,3.2332
101.433,3.1564
101.469,3.2015
101.4737,3.2512
101.4689,3.1563
101.4734,3.1247
101.4374,3.1519
101.4826,3.2286
101.487,3.2105
101.4644,3.1428
101.4871,3.2422
101.4691,3.2106
101.4871,3.2151
101.4737,3.2603
101.4509,3.1564
101.4464,3.1383
101.4423,3.2875
101.4331,3.1971
101.4959,3.1337
101.4599,3.1202
101.4421,3.2061
101.4916,3.2512
101.4871,3.2241
101.4735,3.1789
101.4781,3.2377
101.442,3.1835
101.4646,3.2332
101.4871,3.2286
101.4916,3.2286
101.4692,3.2603
101.4781,3.2512
101.4827,3.2557
101.4421,3.2106
101.4512,3.2468
101.4913,3.1201
101.4871,3.2376
101.4914,3.1653
101.4962,3.2828
101.4556,3.2332
101.487,3.197
101.4916,3.2557
101.4645,3.1654
101.4823,3.1202
101.4872,3.2828
101.4781,3.2332
101.4734,3.1383
101.4733,3.1157
101.4826,3.2467
101.4601,3.2332
101.4331,3.2061
101.3518,3.0346
101.3428,3.0346
101.3428,3.0527
101.3518,3.0617
101.3609,3.1069
101.3429,3.0798
101.3292,2.9804
101.3428,3.0617
101.3519,3.1069
101.3337,3.0211
101.3517,2.9984
101.3519,3.0888
101.3517,3.0075
101.3609,3.0888
101.3428,3.0708
101.3516,2.9623
101.3429,3.0979
101.3338,3.0482
101.3608,3.0526
101.3426,2.9442
101.3518,3.0707
101.3607,3.0165
101.3607,2.9984
101.3518,3.0527
101.3516,2.9713
101.3517,3.0165
101.3429,3.116
101.3519,3.0979
101.3519,3.0798
101.3699,3.0978
101.3606,2.9532
101.3516,2.9532
101.3608,3.0436
101.3698,3.0797
101.3607,3.0074
101.3426,2.9533
101.3517,2.9894
101.3607,3.0255
101.3516,2.9804
101.3338,3.0391
101.3429,3.0934
101.3518,3.0436
101.3699,3.0888
101.3429,3.0888
101.3337,2.9759
101.3698,3.0436
101.3606,2.9713
101.3609,3.0978
101.3696,2.9713
101.3606,2.9803
101.3786,2.9622
101.3696,2.9803
101.3697,3.0074
101.3608,3.0707
101.3698,3.0707
101.3695,2.9442
101.3786,2.9803
101.3788,3.0526
101.3786,2.9893
101.3696,2.9894
101.3608,3.0798
101.3697,2.9984
101.3787,2.9984
101.3698,3.0526
101.3876,2.9803
101.3788,3.0707
101.3788,3.0616
101.3789,3.0888
101.3786,2.9713
101.3788,3.0797
101.3697,3.0255
101.3878,3.0526
101.3877,3.0164
101.3876,2.9893
101.3697,3.0165
101.3787,3.0164
101.4146,3.0073
101.4147,3.0254
101.3698,3.0617
101.4056,2.9712
101.4056,2.9983
101.3789,3.0978
101.3696,2.9532
101.4056,2.9622
101.3875,2.9532
101.3787,3.0074
101.4148,3.0796
101.3876,2.9712
101.3608,3.0617
101.3787,3.0345
101.4146,2.9893
101.3878,3.0797
101.3877,3.0345
101.3878,3.0887
101.3786,2.9532
101.4148,3.0977
101.4149,3.1158
101.3788,3.0436
101.3696,2.9622
101.3878,3.0616
101.3877,3.0074
101.3876,2.9984
101.3606,2.9623
101.4238,3.0796
101.3969,3.1068
101.3877,3.0435
101.4238,3.0706
101.4193,3.0616
101.3968,3.0616
101.4239,3.1067
101.3966,2.9893
101.3879,3.0978
101.4145,2.9531
101.4327,3.0434
101.3969,3.0978
101.3966,2.9803
101.4416,3.0073
101.3968,3.0887
101.4059,3.1068
101.4373,3.1022
101.4148,3.0887
101.4418,3.1067
101.4237,3.0525
101.4237,3.0344
101.3967,3.0074
101.4416,3.0163
101.4238,3.0887
101.3879,3.1068
101.4236,2.9983
101.4235,2.944
101.3966,2.9622
101.4235,2.9531
101.3968,3.0526
101.419,2.9531
101.4327,3.0525
101.4325,2.9621
101.4327,3.0615
101.4147,3.0164
101.4418,3.0886
101.4415,2.953
101.4418,3.0977
101.4328,3.0977
101.4462,3.0389
101.4598,3.0795
101.3966,2.9983
101.4236,3.0073
101.4237,3.0163
101.3876,2.9622
101.3968,3.0797
101.4147,3.0525
101.4235,2.9486
101.4238,3.0615
101.4328,3.0886
101.4238,3.0977
101.4418,3.0796
101.4326,3.0163
101.4237,3.057
101.4597,3.0615
101.4642,3.0434
101.4417,3.0615
101.4192,3.057
101.3699,3.1069
101.4642,3.0389
101.4055,2.9441
101.4325,2.9531
101.419,2.9486
101.4641,2.9937
101.4415,2.9711
101.3965,2.9441
101.4687,3.0434
101.4418,3.0705
101.446,2.9756
101.4775,2.971
101.4778,3.0976
101.4686,2.9982
101.4868,3.0885
101.4595,2.944
101.4595,2.9711
101.4777,3.0524
101.4595,2.9801
101.4685,2.962
101.4732,3.0434
101.4867,3.0569
101.4776,3.0072
101.4685,2.9801
101.4688,3.1066
101.4687,3.0795
101.4777,3.0614
101.482,2.962
101.4868,3.1111
101.4778,3.0931
101.4509,3.1157
101.4777,3.0795
101.446,2.9711
101.4506,3.0253
101.4775,2.9801
101.4777,3.0433
101.4867,3.0704
101.4596,3.0163
101.4955,2.9665
101.4236,2.9892
101.4508,3.0886
101.4774,2.9484
101.4912,3.0614
101.4913,3.1156
101.4505,2.953
101.4776,3.0162
101.4505,2.9711
101.4553,3.1157
101.4777,3.0705
101.4551,3.0298
101.4598,3.0886
101.4955,2.98
101.4371,2.9847
101.4819,2.9529
101.4867,3.0795
101.4508,3.0796
101.4909,2.9439
101.491,2.9846
101.4596,2.9937
101.4911,3.0117
101.4955,2.962
101.4597,3.0343
101.4864,2.9529
101.4685,2.953
101.4508,3.0976
101.4506,3.0073
101.4911,3.0072
101.4956,3.0433
101.4596,3.0072
101.4595,2.962
101.4596,3.0253
101.4551,2.9892
101.4415,2.9621
101.4551,3.0253
101.4911,3.0162
101.4958,3.1021
101.4821,2.9981
101.4597,3.0524
101.4865,2.971
101.4957,3.0523
101.4507,3.0615
101.4957,3.0795
101.4956,3.0252
101.4867,3.0524
101.4912,3.0569
101.4506,3.0163
101.4551,3.0163
101.4508,3.1067
101.4913,3.1066
101.4598,3.1067
101.4866,3.0252
101.4776,3.0027
101.455,2.9575
101.4505,2.944
101.4958,3.1066
101.4643,3.1021
101.4868,3.1021
101.4823,3.1156
101.4685,2.9891
101.4505,2.9756
101.4507,3.0705
101.4552,3.0479
101.4821,3.0117
101.4868,3.1066
101.4957,3.0569
101.4505,2.9575
101.4865,2.9575
101.4819,2.9484
101.4865,2.962
101.4957,3.0885
101.4957,3.0704
101.4823,3.0885
101.4954,2.9439
101.4416,2.9847
101.4865,2.9846
101.4774,2.9439
101.4955,2.9981
101.4597,3.0434
101.4462,3.0434
101.4507,3.0389
101.4507,3.0524
101.4553,3.1021
101.4865,2.9981
101.4553,3.0976
101.4866,3.0433
101.4597,3.0479
101.4955,2.971
101.4551,3.0027
101.4867,3.0614
101.4596,2.9892
101.446,2.9575
101.4957,3.0614
101.491,2.962
101.4956,3.0207
101.4415,2.9756
101.4955,2.9891
101.4956,3.0071
101.4507,3.0434
101.4956,3.0117
101.4864,2.9439
101.4865,2.9801
101.4505,2.9621
101.4956,3.0162
101.4958,3.093
101.4552,3.0344
101.4506,2.9982
101.4775,2.962
101.4595,2.953
101.3433,3.2832
101.3655,3.1656
101.3478,3.2877
101.3386,3.1838
101.3476,3.1837
101.3522,3.2515
101.3568,3.2606
101.3523,3.2696
101.3566,3.1973
101.3612,3.2289
101.3475,3.1521
101.361,3.1656
101.3566,3.1747
101.3565,3.134
101.3612,3.256
101.3474,3.116
101.3566,3.1702
101.361,3.143
101.3522,3.2335
101.3568,3.2786
101.3478,3.2651
101.3521,3.2018
101.3568,3.2696
101.3701,3.1792
101.3613,3.2877
101.3657,3.2425
101.3564,3.1205
101.3519,3.1205
101.3568,3.2877
101.3477,3.2244
101.3566,3.2108
101.3566,3.1882
101.3388,3.2877
101.3567,3.2515
101.361,3.1295
101.3432,3.238
101.3656,3.2108
101.3566,3.2063
101.352,3.1385
101.3566,3.1792
101.3523,3.2787
101.3658,3.2696
101.3612,3.2199
101.3523,3.2877
101.361,3.1385
101.3613,3.2651
101.3657,3.2199
101.3611,3.1702
101.3701,3.1973
101.3565,3.1295
101.3521,3.1792
101.3478,3.2787
101.3523,3.2561
101.3657,3.256
101.3703,3.2696
101.3476,3.1973
101.3612,3.2515
101.3477,3.2425
101.3478,3.2561
101.3654,3.1204
101.3609,3.1159
101.3567,3.247
101.3699,3.1204
101.3656,3.1792
101.3613,3.2696
101.3477,3.2515
101.4555,3.1745
101.4959,3.1698
101.4917,3.2693
101.496,3.2105
101.4422,3.2558
101.4961,3.2421
101.4464,3.1202
101.4961,3.2241
101.4779,3.1654
101.4602,3.2558
101.487,3.206
101.451,3.179
101.4465,3.1609
101.4557,3.2603
101.451,3.188
101.4781,3.2106
101.4554,3.1202
101.4601,3.2242
101.4914,3.1473
101.4961,3.2196
101.496,3.1834
101.4872,3.2874
101.4466,3.2242
101.4871,3.2512
101.4512,3.2694
101.4961,3.2286
101.496,3.197
101.487,3.1789
101.496,3.215
101.4959,3.1382
101.4464,3.1474
101.4555,3.1971
101.4466,3.2332
101.4644,3.1564
101.4782,3.2693
101.4602,3.2784
101.4781,3.2467
101.4602,3.2829
101.4735,3.1744
101.4511,3.2377
101.4422,3.2739
101.4511,3.2061
101.4691,3.2241
101.4468,3.2875
101.4512,3.2649
101.4736,3.2151
101.487,3.1925
101.4826,3.2512
101.4557,3.2694
101.4916,3.2422
101.4782,3.2738
101.4959,3.1608
101.4914,3.1608
101.4467,3.2649
101.4555,3.1609
101.4555,3.1925
101.4872,3.2602
101.4824,3.1292
101.4467,3.2694
101.4736,3.2467
101.4555,3.1699
101.4825,3.1834
101.4826,3.2151
101.4872,3.2783
101.4825,3.1789
101.4644,3.1338
101.4916,3.2331
101.4915,3.2015
101.4512,3.2513
101.3565,3.1476
101.3791,3.2018
101.3432,3.2425
101.3657,3.2515
101.4152,3.2559
101.4331,3.2242
101.4735,3.206
101.4287,3.2378
101.4781,3.2422
101.4689,3.1383
101.4197,3.2694
101.4106,3.1926
101.4288,3.2875
101.4242,3.2559
101.4422,3.2604
101.4509,3.1338
101.4556,3.2242
101.4557,3.2829
101.4464,3.1338
101.4509,3.1474
101.4512,3.2829
101.4602,3.2739
101.4601,3.2061
101.4869,3.1427
101.4556,3.2422
101.4285,3.1926
101.4377,3.2739
101.4602,3.2648
101.4915,3.215
101.4556,3.2061
101.442,3.1609
101.4644,3.1518
101.4779,3.1518
101.4958,3.1292
101.46,3.179
101.4826,3.2331
101.496,3.1789
101.4917,3.2648
101.4465,3.1745
101.4959,3.1518
101.496,3.2015
101.496,3.1924
101.4286,3.2242
101.3879,3.1339
101.4599,3.1564
101.4599,3.1338
101.4422,3.2423
101.4599,3.1383
101.4107,3.2469
101.4558,3.2874
101.4599,3.1428
101.46,3.1925
101.4601,3.2287
101.478,3.1744
101.4465,3.1835
101.4647,3.2513
101.4511,3.2332
101.397,3.1565
101.3925,3.1384
101.3928,3.274
101.415,3.17
101.4466,3.2377
101.4555,3.1654
101.4509,3.1519
101.4511,3.2287
101.4465,3.17
101.46,3.2016
101.4644,3.1247
101.4962,3.2783
101.4556,3.2196
101.3928,3.2695
101.4643,3.1202
101.4914,3.1563
101.4915,3.1924
101.4511,3.2423
101.451,3.1609
101.4601,3.2106
101.4465,3.1971
101.4915,3.1789
101.4554,3.1247
101.4194,3.1293
101.4958,3.1246
101.4914,3.1337
101.3703,3.265
101.4737,3.2784
101.4466,3.2287
101.4599,3.1293
101.4958,3.1156
101.4961,3.2557
101.4555,3.179
101.4824,3.1473
101.4734,3.1473
101.4915,3.1879
101.4467,3.2468
101.4872,3.2557
101.4824,3.1699
101.4915,3.1834
101.4781,3.2151
101.4915,3.1744
101.4467,3.2784
101.4782,3.2648
101.4554,3.1383
101.4466,3.2106
101.4556,3.2151
101.4692,3.2784
101.325,3.1115
101.3337,3.0165
101.3247,2.9759
101.3384,3.0934
101.3337,2.9849
101.3293,3.0437
101.3337,2.9804
101.3338,3.0437
101.3789,3.1068
101.4058,3.0616
101.3785,2.9441
101.4373,3.0977
101.4417,3.0525
101.3875,2.9441
101.4371,2.9802
101.4598,3.0976
101.4597,3.0389
101.4596,3.0027
101.4461,2.9937
101.4596,3.0298
101.4954,2.9529
101.4506,2.9892
101.4596,3.0208
101.4913,3.0975
101.4821,3.0027
101.4866,3.0207
101.4865,2.9891
101.4866,3.0162
101.4686,3.0208
101.4415,2.944
101.4868,3.0976
101.4461,2.9892
101.4823,3.093
101.4866,3.0117
101.4552,3.0434
101.482,2.9575
101.4416,2.9802
101.4911,3.0207
101.4909,2.9574
101.4913,3.1021
101.4551,2.9937
101.4687,3.0524
101.4955,2.9936
101.446,2.9801
101.4686,3.0072
101.4551,3.0208
101.4955,2.9846
101.4958,3.0975
101.491,2.98
101.4732,3.0524
101.4866,3.0072
101.4641,2.9982
101.4506,2.9847
101.4913,3.1111
101.4551,2.9982
101.491,2.9755
101.4776,2.9982
101.4596,2.9982
101.4598,3.1021
101.4958,3.1201
101.4955,2.9755
101.4552,3.0524
101.4865,2.9755
101.4461,2.9847
101.3702,3.2244
101.3793,3.2695
101.3567,3.2244
101.3566,3.1928
101.37,3.143
101.3655,3.1701
101.3658,3.2605
101.3477,3.2109
101.3658,3.2651
101.3475,3.1566
101.3791,3.1972
101.3565,3.1611
101.4151,3.2197
101.3658,3.2786
101.3657,3.2244
101.3746,3.1792
101.3745,3.1701
101.4104,3.1339
101.3925,3.143
101.3881,3.2063
101.3835,3.1565
101.3881,3.2108
101.3657,3.2334
101.3926,3.1972
101.3925,3.1746
101.3881,3.2017
101.3881,3.2198
101.3793,3.265
101.3836,3.2108
101.4151,3.2107
101.4017,3.2288
101.3835,3.1611
101.3971,3.1882
101.3746,3.1882
101.388,3.152
101.4241,3.2197
101.3971,3.2153
101.3836,3.1972
101.4195,3.1655
101.3746,3.2063
101.424,3.1881
101.4196,3.1926
101.4014,3.1339
101.4196,3.2017
101.4061,3.1972
101.4015,3.1791
101.424,3.1519
101.4194,3.1203
101.4015,3.1429
101.3747,3.2424
101.4062,3.2469
101.4196,3.2062
101.3792,3.2515
101.3793,3.2876
101.4197,3.2469
101.4059,3.1158
101.415,3.1655
101.4195,3.1791
101.4018,3.274
101.4195,3.1565
101.388,3.1746
101.406,3.1746
101.4152,3.2695
101.4017,3.2559
101.4104,3.1248
101.4153,3.2875
101.4015,3.1565
101.415,3.1836
101.3969,3.1294
101.4108,3.2875
101.4062,3.2514
101.3927,3.2379
101.415,3.1565
101.4286,3.2062
101.3971,3.1836
101.4149,3.1429
101.4194,3.1429
101.4329,3.1384
101.4194,3.1384
101.4104,3.1294
101.4331,3.2016
101.415,3.1791
101.388,3.1611
101.4062,3.265
101.3746,3.1837
101.4014,3.1203
101.4063,3.2785
101.4239,3.1158
101.4286,3.2197
101.4015,3.152
101.4151,3.2017
101.3703,3.2876
101.3881,3.1882
101.3971,3.2108
101.4106,3.2017
101.3745,3.134
101.4018,3.2831
101.3973,3.2785
101.4377,3.2423
101.433,3.1655
101.4106,3.2198
101.4419,3.1338
101.4059,3.1249
101.4284,3.1338
101.4465,3.1926
101.424,3.1836
101.4332,3.2694
101.4016,3.1836
101.4105,3.1565
101.3924,3.1339
101.4108,3.274
101.4332,3.2468
101.4599,3.1473
101.4063,3.283
101.4285,3.1519
101.4332,3.2423
101.4241,3.2242
101.3972,3.2333
101.4241,3.2107
101.4242,3.2694
101.4285,3.17
101.3971,3.1927
101.4644,3.1609
101.4464,3.1293
101.4421,3.2197
101.4241,3.2016
101.4329,3.1429
101.442,3.1654
101.4734,3.1337
101.4106,3.2288
101.4106,3.2152
101.4419,3.1293
101.3927,3.256
101.4645,3.1835
101.4106,3.2062
101.442,3.1926
101.4646,3.2287
101.437,2.9756
101.4687,3.0479
101.4418,3.1022
101.4642,3.0479
101.4641,3.0027
101.4641,3.0163
101.4686,3.0162
101.4778,3.0885
101.4641,3.0298
101.4641,3.0253
101.4642,3.0343
101.4642,3.0524
101.4776,3.0117
101.4732,3.0388
101.4821,3.0072
101.4687,3.0614
101.4775,2.953
101.4641,3.0208
101.4732,3.0479
101.464,2.9891
101.4731,3.0208
101.3516,2.9442
101.3607,2.9894
101.3606,2.9442
101.4506,2.9937
101.4505,2.9666
101.4731,3.0162
101.455,2.962
101.4775,2.9575
101.446,2.9666
101.4552,3.0389
101.446,2.9621
101.4643,3.0976
101.4505,2.9801
101.4733,3.1202
101.4692,3.2829
101.4915,3.197
101.4779,3.1473
101.4827,3.2648
101.4781,3.2286
101.4557,3.2784
101.4734,3.1609
101.4557,3.2739
101.4466,3.2152
101.4513,3.2875
101.487,3.2015
101.4826,3.2377
101.4824,3.1563
101.4644,3.1292
101.4868,3.1292
101.4557,3.2558
101.4333,3.283
101.4466,3.2197
101.4691,3.2422
101.4512,3.2558
101.4734,3.1518
101.4869,3.1608
101.4691,3.2287
101.4689,3.1292
101.469,3.1654
101.3433,3.2877
101.3521,3.1837
101.3522,3.2154
101.3478,3.2606
101.3655,3.1295
101.3475,3.1476
101.3343,3.2832
101.352,3.134
101.3387,3.2335
101.3386,3.1702
101.3431,3.1883
101.3432,3.229
101.3431,3.2064
101.3475,3.1295
101.334,3.1431
101.3475,3.1386
101.3433,3.2696
101.3475,3.1205
101.3611,3.1882
101.3342,3.2064
101.3655,3.1566
101.343,3.1386
101.3343,3.2561
101.3521,3.1973
101.352,3.1476
101.3341,3.1928
101.3612,3.2244
101.352,3.1295
101.3655,3.1521
101.3477,3.2335
101.3655,3.1475
101.3613,3.2786
101.3611,3.2018
101.3475,3.1611
101.3342,3.2199
101.3388,3.2787
101.3431,3.1702
101.3385,3.125
101.3433,3.2561
101.3433,3.2787
101.3521,3.1928
101.3477,3.2199
101.37,3.1521
101.3477,3.238
101.343,3.1476
101.3523,3.2832
101.3477,3.247
101.3431,3.1838
101.3431,3.1747
101.3567,3.2334
101.3431,3.1792
101.3477,3.2289
101.3655,3.1385
101.343,3.1431
101.352,3.1566
101.3477,3.2154
101.3567,3.2289
101.3699,3.1249
101.37,3.1475
101.343,3.1521
101.3519,3.1159
101.3522,3.247
101.3521,3.1883
101.3523,3.2741
101.3478,3.2832
101.3568,3.2651
101.37,3.1295
101.361,3.134
101.3656,3.2063
101.3612,3.2425
101.3655,3.134
101.3656,3.1882
101.3611,3.1973
101.37,3.134
101.3475,3.134
101.3611,3.1792
101.3476,3.1883
101.3613,3.2741
101.361,3.1476
101.3433,3.2651
101.3657,3.2153